run_timestamp,n_trading_days,date_start,date_end,annualized_return,annualized_volatility,sharpe_ratio,VaR_95_daily,CVaR_95_daily,max_drawdown,jb_pvalue,jb_skewness,jb_kurtosis,adf_pvalue,arch_pvalue,garch_omega,garch_alpha,garch_beta,garch_persistence,garch_nu,garch_uncond_vol_ann,garch_last_vol_ann,garch_aic,garch_bic
2026-03-15T01:46:50,1444,2019-05-10,2025-02-05,0.07941942056719786,0.5268347116228688,0.4053744596365211,-0.046432152238954444,-0.07038837382649525,-0.6804657320375525,0.0,0.5110201140640024,10.17021142366277,2.819630811367755e-18,2.8023476283195967e-46,0.48995385740583497,0.09928589569070388,0.8558850111521663,0.9551709068428702,7.988021012687979,0.5248049034577307,0.37205637904850547,5865.715405717828,5896.016140839442
